source_id,repo_owner,repo_name,github_url,file_path,license_spdx,usage_class,attribution_required,share_alike,noncommercial_only,stars,last_commit,retrieved_at,source_commit_sha,sha256
77,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/before-after-and-transformation/references/scope-and-connections.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,50e6e712c1e3fa909cfb9d6afdc04021f98507f644c1a8db41020ad7eb1d1577
78,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/before-after-and-transformation/references/the-shift-framework.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,ecdc7458eb9839a5b926f697285220c60d3cec23d652308682a414a6f6e910ca
79,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/before-after-and-transformation/references/transformation-types-and-templates.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,cb72d963d430a9bae397bc3cb601ea845557850c31490ae59df3491281bf8cb6
80,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/hook-writer/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,401cd3f1c3f3d36940897d1ee1b0bdc33b85beb6371be23b6a61089fe3d01c12
81,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/hook-writer/evals/evals.json,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,d6d15c409fc0376177293ab584d43aa888718697650fe46d72e486c9ebdef512
82,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/hook-writer/references/examples.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,60243ad693089f93e93b3cf0af82deecf4bc8cbe3ac2625165e63d135d5c66e1
83,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/hook-writer/references/formats.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,84cba4142a2fbfe71050122ee85e6f2b5bd38e1ec5243c5f01277b7a6faec36e
84,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/hook-writer/references/mechanisms.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,40cf0a53f98a8c7978ac809e9f5419f44f5a7de3d24ba2477165d431668c0d79
85,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/hook-writer/references/scoring.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,30810b8fde600f44b34eda36ae8a3b884a261a85e332ad3dfcd0e2e83d78d1a1
86,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,c3500e4bf9384f9d76cbe1a0043ae1b50b91fda498e6d8b1e3547c1546e1436a
87,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/evals/evals.json,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,192e9448d1da964d5b09c5d26029c45fdaef7a2de9bbc7541ed726e47d392bf6
88,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/references/examples.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,57e26a2e43a332fd8dd67db00b6018201460a77f751823166bafbc087aeab2ab
89,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/references/formats-and-audio.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,e9851f43cb3d4c78a1d333fc20dc9106ed955051e73700e3fe6931eb9bb64b18
90,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/references/hooks-and-retention.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,46ec76d6d10b26de181fd94bb3393ad70e4575d006dc60a42373513f1f856b1a
91,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/references/reels-mechanics.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,745c05ad9b9492bba7f47a3d0caaa7c8376347f3488740cbeb9dd2d149412dbb
92,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/reels-script/references/veo-prompt-pack.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,e97709a2bf864bec08eb5758f91d7e138d60d7802234eab511704e20ff39178b
93,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/short-form-video-script/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,927833bf11f0213f8504b24b3cef25a9cbf4793922bacdb6b4f4e75afa5b1363
94,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/short-form-video-script/evals/evals.json,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,878a5ed3715d53fcad3173159f649dea48419224a52e33f8c5813ae8a726afb3
95,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/short-form-video-script/references/scope-and-connections.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,ef9947b2a7681bd13aadf010e73d84535eeb8bee0d4e7f96245cc7c6558b82b2
96,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/short-form-video-script/references/script-anatomy-and-templates.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,e768402b568a72f498b27d13b2c9cfa6339331b4f242de4290096699729c2d94
97,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/short-form-video-script/references/short-form-video-script-2026-reality.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,fddac2a4a065f73b6c1704192fad29bc92459a9b847445fd20753fae7f0e58a0
98,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/short-form-video-script/references/the-watch-framework.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,b5c433bf893110d0dcf5e1148b7f09fce61e52796c6332286531873a575fce9b
99,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/social-proof-and-testimonials/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,fc8cb1dff23ebc6d28a362b574224fa552e7372821c17b6879e672c57fde252b
100,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/social-proof-and-testimonials/evals/evals.json,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,1bd0831da0d827274e4059dc52491a54d1fa625856ecfa6442a834a7d790cd94
101,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/social-proof-and-testimonials/references/proof-types-and-templates.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,760d95aa307219b003d0b69bf1a912c5250953ad88689aa64edec331a93b0078
102,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/social-proof-and-testimonials/references/scope-and-connections.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,ca79bfbe0e2b24902da33a580daacb113e0a23530eed06860bc4d1c2cc95576d
103,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/social-proof-and-testimonials/references/social-proof-and-testimonials-2026-reality.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,5311f619e0534953dd994a5b8557bcda756e6219bda91994b0bdaaeb64b2d496
104,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/social-proof-and-testimonials/references/the-vouch-framework.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,409f48cca201a678d137410fe9ca3f119766655c2a2beaf130877b9214928947
105,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,a68710cd8df2d5ad3d5ac58932504447e385093f1269ce945ff3ff7bad512390
106,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/evals/evals.json,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,90e1602a3ec18b9ace3661b3e1ada6192966dbd0197164198bbece48064a6811
107,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/references/examples.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,b2daddfc51863a2a1b1fefb25f1f4eef128bfc9caa62937a1d9253ecbaa76d47
108,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/references/formats-and-sound.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,698b0a09d989b9f36bebab64d4f0a676ce68a636b40ae9ffb5ea4078e06e9f30
109,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/references/hooks-and-retention.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,7a4c936152ddd36b48370ddcc672f0b4c926477ce8dbf7f8f42f58a0cc7d007c
110,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/references/tiktok-mechanics.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,f8c4b589631646abacdc9f7527d32b4e14e732749853e06732d3977604ae0482
111,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/tiktok-script/references/veo-prompt-pack.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,b462e4af236725317355cd6f3fd4a94fba2cf16e937db9b1d67525716202c1ef
112,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/youtube-shorts/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,03c30e1f8b14515999214efea7361cad7c5f8c63bcab2e4decd01e57b8839a87
113,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/youtube-shorts/evals/evals.json,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,afe311c2dbb9f7f7e5b9752049c82524cd6b39853fdba57989f0009550fd9099
114,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/youtube-shorts/references/hooks-retention-and-captions.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,7fab42f153d78b686406bb74eb3645693da6f0d5287cad432bb514da406e1594
115,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/youtube-shorts/references/publishing-funnel-and-tools.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,bda0518f218b1e326d3b09fdc71ca3409ab8672945112ed30a7c1a59e84e1129
116,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/youtube-shorts/references/shorts-algorithm-2026.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,64fe7cf3318289a5af23f2aabfe7f3a2ef429bb074a0f9eda3498cd5dd68d5c1
117,social-media-skills,skills,https://github.com/social-media-skills/skills,skills/youtube-shorts/references/the-retention-ladder.md,MIT,COMMERCIAL_OK,0,0,0,57,2026-08-27T19:54:48Z,2026-09-02T06:59:31.584291+00:00,6e30eeb2f6736bda8683b6bbaa674af3641d7945,1f4705521b03ecabfab73d50380ff5b9dd2ed13924515df6e031e47a2ca366d4
118,Ootto-AI,claude-content-skills,https://github.com/Ootto-AI/claude-content-skills,LICENSE,MIT,COMMERCIAL_OK,0,0,0,26,2026-08-23T08:57:39Z,2026-09-02T07:01:10.208091+00:00,07b5294801d294e951fb39e06bafa9ce7fe09148,7f75df5f672a1b75070f3ace70fd5aa4960977f12127c2767fd00ac77f20876e
119,Ootto-AI,claude-content-skills,https://github.com/Ootto-AI/claude-content-skills,skills/caption-and-hashtags/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,26,2026-08-23T08:57:39Z,2026-09-02T07:01:10.208091+00:00,07b5294801d294e951fb39e06bafa9ce7fe09148,b0ecf046a871cce883ab6543367ec6fa6f92914cfcd88083180fc8d416106915
120,Ootto-AI,claude-content-skills,https://github.com/Ootto-AI/claude-content-skills,skills/reel-scripter/SKILL.md,MIT,COMMERCIAL_OK,0,0,0,26,2026-08-23T08:57:39Z,2026-09-02T07:01:10.208091+00:00,07b5294801d294e951fb39e06bafa9ce7fe09148,ff8be74035bffaebf67ab390c4fadd4e90cd470549a8aa185612b2b817432f20
121,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,LICENSE,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,722f6ab23aa99ad7b00b30fd0e1997aa88bbd06b60116ffb5216e61ec1162a2f
122,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,README.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,20fcc9c794b3e48201437b0048f17cd198faee8e1d1a79d5d73755594b1d7294
123,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-absurd-scale.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,8db28d71c1376ada362341df945897177bfaaacc6e337ae2dc6ba35238a025e8
124,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-accusatory-question.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,35419f71326061fd7d68be1969021f08cc0cdc8a07859c9e093fa69ab1f47ea2
125,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-action-packed-play-by-play.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,056635a9e507885a2665e9d3fea6a28a2ab876c4364e0952638380451737b6ef
126,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-analogy-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,b976506b3e827670fcc1f73896e3410d63f7af717e1c2ad8dae550b7438f0785
127,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-anticipatory-dilemma.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,c5541af442a7499d54aacf2bf2235a61698b9acfb2d1bf5e5684c2e9db9c6482
128,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-apology-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,1704151ecda33491c4539dd8a09c7c38903133595179f244f0c9e543df8c26b8
129,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-aspirational-challenge.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,ef3819b26c48cffe867edbf3285a943afc5d2625ae66c5e422e80f5768d63c34
130,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-assumption-vs-reality.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,75abd7d0e16bc27b24e5ad6d279d5d0a843a2453fb80a03444ab1fdba724e2b3
131,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-astrological-authority-bold-claim.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,a48c1819024639598eb09a32c95ae5bd9b39b4b61632ca148817f214fde00d29
132,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-audio-branding.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,64585800f87cfc5eecde77b933d6567b8336144c6e175caa45fcb7dcb1f22b51
133,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-audio-only-hook.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,012bec8f3fb6bdd8160310bd084695674f80d195990368020d2c06796ccd160f
134,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-authority-challenge.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,e1d15f049017e8c3f6d545e27d30c1aac5cc0eac8fd5397ac274f1fa72f4c4f0
135,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-authority-consequence.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,394e6b8a66f258c199e75bcbfe599b34914635f287c4d6397f475ac3d436b86b
136,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-authority-insider-knowledge.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,f9a9f28ecf62e307cfa85c0551d1e4fd01fa238d1166593748cfdeb3f762b5d7
137,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-authority-statement.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,746fcb2827ba9e152632098f299b1f99b4b3f34bf46e96e1787f56383a36c34a
138,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-betrayal-reveal.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,4df76464d0046a45c36f32141b3bb940e1b17a70ebf2bf5c0d29bdbe34816700
139,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-blame-shift-pattern.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,98081b64771fb3fc888838097fee130b9765c1b052fb6e66be7360b532c37cb1
140,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bold-accusation-contrast.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,d877d1c0925af006c19f3d510771985045d2ea6b985475e42ed2d1fff10fe3d6
141,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bold-claim-direct-address.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,15decf54b7d1dd2b2dd926253120a53876b727df3c5f6ef8b0610bf0ab7b3e40
142,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bold-claim.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,4090020eee0be64c25860d955338fb3d2267c259a4c2be2692f5e4557289772b
143,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bold-declaration.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,6d0f5e60d8899eaaef869bb7c513f84662c9014395431ada72c9e9bd57b51b41
144,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bold-statement.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,11dfad6bcc653bcc6d674a3d94a0ca1df3b30ae4bb012067b6a6e8e5bb724177
145,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bold-truth-statement.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,091db5bcdffc6e1da006ef722a229e07cd0504c9d97fc24fd5bc56b201270880
146,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-bombshell-opening.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,c564882781d90fe6816bd65e6666438e40d016871f9fdd99e06e45e713adbaef
147,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-breaking-news-escalating-chaos.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,cd21fecfed97a7bc4c07d610b3d63d9303f0f261e692b837ca43264cffd5eda3
148,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-brutal-truth-reveal.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,62c1d05e21b4a24ff6d57c6ab2252bc5a2af262686390675b0efd89afc0129c3
149,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-call-and-response.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,0b021ae27fb41fe427c4f2f9941c7a3f22729922f40fccb66b89c9ea3b6d844c
150,shixinzhang,tiktok-viral-hooks,https://github.com/shixinzhang/tiktok-viral-hooks,by-pattern/en/hook-cautionary-advice-with-contrast.md,NOASSERTION,RESEARCH_ONLY,0,0,0,19,2026-09-02T02:09:08Z,2026-09-02T07:01:26.517484+00:00,924cad9f5415022c887199d026066c6ddae397f2,264e4578d8e66e7f383823a4c2b52da36c89597703d46c9c2220ffa313c6f871
