demo_id,demo_type,opening_pattern,product_action,feature_focus,proof_method,camera_pattern,spoken_template,onscreen_template,cta_type,duration_sec,product_category,quality_score,source_id
45,auto,,,,,,"How to Use This Library

1. **Ground first.** Read the inputs corpus (winning ads, reviews, ad comments, brand voice) before generating anything. See ""Grounded Inputs"" in SKILL.md.
2. **Cycle templates, weighted by tier.** For a batch of N concepts, spread across the full template set. When the goal is cold net-new reach, weight toward the S/A tiers (Founder Message, Origin Story, Grid Static); when feeding mid-funnel and retargeting, the B-tier supporting cast is exactly right. Skip the decayed D–F formats unless you have a specific reason.
3. **Fill slots from source material.** Every variation pulls its copy from a real review, a winning ad pattern, or an ad comment — and cites which one.
4. **Write the visual description.** Each concept includes enough visual direction that a designer or image-generation tool can produce it without guessing.",,,,,85.0,15
46,auto,,,,,,"Supporting Sections

**Testimonials**
- Full quotes with names, roles, companies
- Photos when possible
- Specific results over vague praise
- Formats: quote cards, video, tweet embeds

**Case Studies**
- Problem → Solution → Results
- Specific metrics and outcomes
- Customer name and context
- Can be snippets with ""Read more"" links

**Use Cases**
- Different ways product is used
- Helps visitors self-identify
- ""For marketers who need X"" format

**Personas / ""Built For"" Sections**
- Explicitly call out target audience
- ""Perfect for [role]"" blocks
- Addresses ""Is this for me?"" question

**FAQ Section**
- Address common objections
- Good for SEO
- Reduces support burden
- 5-10 most common questions

**Comparison Section**
- vs. competitors (name them or don't)
- vs. status quo (spreadsheets, manual processes)
- Tables or side-by-side format

**Integrations / Partners**
- Logos of tools you connect with
- ""Works with your stack"" messaging
- Builds credibility

**Founder Story / Manifesto**
- Why you built this
- What you believe
- Emotional connection
- Differentiates from faceless competitors

**Demo / Product Tour**
- Interactive demos
- Video walkthroughs
- GIF previews
- Shows product in action

**Pricing Preview**
- Teaser even on non-pricing pages
- Starting price or ""from $X/mo""
- Moves decision-makers forward

**Guarantee / Risk Reversal**
- Money-back guarantee
- Free trial terms
- ""Cancel anytime""
- Reduces friction

**Stats Section**
- Key metrics that build credibility
- ""10,000+ customers""
- ""4.9/5 rating""
- ""$2M saved for customers""

---",,,,,90.0,18
47,auto,,,,,,"Enterprise/B2B Landing Page

```
1. Hero (outcome-focused headline)
2. Logo bar (recognizable companies)
3. Problem section (business pain)
4. Solution overview
5. Use cases by role/department
6. Security/compliance section
7. Integration logos
8. Case study with metrics
9. ROI/value section
10. Contact/demo CTA
```

Addresses enterprise buyer concerns.

---",,,,,85.0,18
48,auto,,,,,,"Product Launch Page

```
1. Hero with launch announcement
2. Video demo or walkthrough
3. Feature highlights (3-5)
4. Before/after comparison
5. Early testimonials
6. Launch pricing or early access offer
7. CTA with urgency
```

Good for ProductHunt, launches, or announcements.

---",,,,,85.0,18
49,auto,,,,,,"List Introductions

For numbered lists and step-by-step content:

- Here's how to do it:
- Follow these steps:
- The process is straightforward:
- Here's what you need to know:
- Key things to consider:
- The main factors are:

---",,,,,65.0,19
50,auto,,,,,,"Picking a Framework

| Your content is... | Use | Why |
|---|---|---|
| A list of resources, tools, or tips | **A: Value-Stack** | Completeness is the promise; the count is the hook |
| A personal result with a system behind it | **B: Problem-Proof** | Proof opens and closes the loop; the system is the meat |
| Several named techniques on one theme | **C: Hack List** | Each hack re-earns the swipe independently |
| A strong opinion about a common practice | **D: Rant Callout** | Conviction is the content; structure keeps it fair |
| A product or workflow you can show | **E: Demo Walkthrough** | Seeing the steps is more persuasive than describing them |

Two cross-framework rules before the specifics:

- **Slide 1 is the thumbnail.** It competes in the feed alone, before anyone knows a carousel follows. Design and write it as a standalone scroll-stopper.
- **One visual template per carousel.** Same layout, type scale, and palette on every interior slide. Variety between slides reads as clutter; consistency lets the *content* change while the frame stays still.

---",,,,,85.0,24
51,auto,,,,,,"Framework E: Demo Walkthrough (5–11 slides)

The ""watch it work"" carousel for product or workflow content. Show the finished result first, then the steps — the outcome earns attention for the process.

| Slide | Job | Pattern |
|---|---|---|
| 1 — Product + outcome | Brand/product plus the finished result. Lead with what they get. | ""[Product] + [outcome], finished result"" |
| 2 — Problem it solves | The specific frustration this replaces. | ""[The specific pain this replaces]"" |
| 3 — Process overview | The numbered step list, shown *before* the detail. Seeing the whole path lowers mid-swipe drop-off — readers commit when they know how long the road is. | ""[N] steps to [outcome] in [timeframe]"" |
| 4 to N−1 — Step-by-step | One real UI screenshot per step with a short caption. Real screenshots; mockups read as vaporware. | ""Step [n] — [screenshot] — [caption]"" |
| N — Result + positioning | The full-size output plus one brand-philosophy line. | ""[Final output] + [positioning line]"" |

**Overview-before-detail is the key move** (same reason recipe sites list ingredients before instructions): a reader who's seen ""4 steps, 10 minutes"" on slide 3 will finish; a reader dropped straight into step 1 with no map bails at step 2.

*SaaS example:* ""From CSV to live dashboard in 4 steps"" → the pain (weekly manual reporting) → the 4-step overview → one screenshot per step → the finished dashboard + ""Built for marketers, not analysts.""

**Failure mode:** screenshots with too much UI. Crop to the action, zoom the relevant control, annotate with one arrow — each screenshot should make sense at thumbnail size.

---",,,,,90.0,24
52,auto,,,,,,"Social Listening & Engagement Triage

How to surface the right posts to engage with each day — instead of randomly scrolling. The goal is a short, scorable list (""here are your top 10 posts to comment on"") rather than an open feed.",,,,,65.0,26
53,auto,,,,,,"Instagram

**Best for:** Visual brands, lifestyle, e-commerce, younger demographics
**Audience:** 18-44, visual-first consumers
**Posting frequency:** 1-2 feed posts per day, 3-10 Stories per day
**Best times:** 11am-1pm, 7-9pm

**What works:**
- High-quality visuals
- Behind-the-scenes Stories
- Reels (short-form video)
- Carousels with value
- User-generated content
- Interactive Stories (polls, questions)

**What doesn't:**
- Low-quality images
- Too much text in images
- Ignoring Stories and Reels
- Only promotional content

**Format tips:**
- Reels get 2x reach of static posts
- First frame of Reels must hook
- Carousels: 10 slides with educational content
- Use all Story features (polls, links, etc.)

**Algorithm tips:**
- Reels heavily prioritized over static posts
- Saves and shares > likes
- Stories keep you top of feed
- Consistency matters more than perfection
- Use all features (polls, questions, etc.)

---",,,,,85.0,28
54,auto,,,,,,"TikTok

**Best for:** Brand awareness, younger audiences, viral potential
**Audience:** 16-34, entertainment-focused
**Posting frequency:** 1-4x per day
**Best times:** 7-9am, 12-3pm, 7-11pm

**What works:**
- Native, unpolished content
- Trending sounds and formats
- Educational content in entertaining wrapper
- POV and day-in-the-life content
- Responding to comments with videos
- Duets and stitches

**What doesn't:**
- Overly produced content
- Ignoring trends
- Hard selling
- Repurposed horizontal video

**Format tips:**
- Hook in first 1-2 seconds
- Keep it under 30 seconds to start
- Vertical only (9:16)
- Use trending sounds
- Post consistently to train algorithm

---",,,,,85.0,28
55,auto,,,,,,"Facebook

**Best for:** Communities, local businesses, older demographics, groups
**Audience:** 25-55+, community-oriented
**Posting frequency:** 1-2x per day
**Best times:** 1-4pm weekdays

**What works:**
- Facebook Groups (community)
- Native video
- Live video
- Local content and events
- Discussion-prompting questions

**What doesn't:**
- Links to external sites (reach killer)
- Pure promotional content
- Ignoring comments
- Cross-posting from other platforms without adaptation",,,,,85.0,28
56,auto,,,,,,"Contents
- LinkedIn Post Templates (The Story Post, The Contrarian Take, The List Post, The How-To)
- Twitter/X Thread Templates (The Tutorial Thread, The Story Thread, The Breakdown Thread)
- Instagram Templates (The Carousel Hook, The Reel Script)
- Hook Formulas (Curiosity Hooks, Story Hooks, Value Hooks, Contrarian Hooks, Social Proof Hooks)",,,,,85.0,29
57,auto,,,,,,"The How-To
```
How to [achieve outcome] in [timeframe]:

Step 1: [Action]
↳ [Why this matters]

Step 2: [Action]
↳ [Key detail]

Step 3: [Action]
↳ [Common mistake to avoid]

[Result you can expect]

[CTA or question]
```

---",,,,,90.0,29
58,auto,,,,,,"The Tutorial Thread
```
Tweet 1: [Hook + promise of value]

""Here's exactly how to [outcome] (step-by-step):""

Tweet 2-7: [One step per tweet with details]

Final tweet: [Summary + CTA]

""If this was helpful, follow me for more on [topic]""
```",,,,,90.0,29
59,auto,,,,,,"The Carousel Hook
```
[Slide 1: Bold statement or question]
[Slides 2-9: One point per slide, visual + text]
[Slide 10: Summary + CTA]

Caption: [Expand on the topic, add context, include CTA]
```

This is the generic shape. For five full slide-by-slide narrative architectures (Value-Stack, Problem-Proof, Hack List, Rant Callout, Demo Walkthrough) with selection guidance and per-slide copy slots, see [carousel-frameworks.md](carousel-frameworks.md).",,,,,90.0,29
60,auto,,,,,,"Value Hooks
- ""How to [desirable outcome] (without [common pain]):""
- ""[Number] [things] that [outcome]:""
- ""The simplest way to [outcome]:""
- ""Stop [common mistake]. Do this instead:""",,,,,90.0,29
61,auto,,,,,,"Value Hooks (Best for saves)

**The Promise:**
- ""How to [achieve outcome] in [specific timeframe]""
- ""[Number] [things] that will [benefit]""
- ""Everything you need to know about [topic] in 60 seconds""

**The Hack/Shortcut:**
- ""[Outcome] hack that actually works""
- ""The [adjective] way to [outcome]""
- ""If you're struggling with [problem], watch this""

**The Warning:**
- ""Stop doing [common practice] — here's why""
- ""[Number] mistakes that are killing your [results]""
- ""Why [thing you think is good] is actually hurting you""",,,,,90.0,31
62,auto,,,,,,"Video: [Working Title]

**Platform:** TikTok / Reels / Shorts
**Length:** XX seconds
**Format:** [Talking head / Slideshow / Demo / Screen recording]",,,,,90.0,31
63,auto,,,,,,"The POV/Skit (15-30 sec)

```
[0-3s]  Setup: Text overlay sets the scene
[3-25s] Performance: Act out the relatable scenario
[25-30s] Punchline or twist
```

Best for: Relatable content, humor, niche communities

---",,,,,70.0,31
64,auto,,,,,,"When to Use Original Audio
- Educational content where you're speaking
- Storytimes and personal narratives
- Product demos and tutorials
- Building a recognizable brand voice",,,,,85.0,31
65,auto,,,,,,"What to Test

1. **Hooks**: Same content, different opening
2. **Length**: 15 sec vs 30 sec vs 60 sec
3. **Format**: Talking head vs slideshow vs demo
4. **Time**: Morning vs afternoon vs evening
5. **CTA**: Different calls to action",,,,,85.0,31
66,auto,,,,,,"AI Video Prompting Guide

How to write effective prompts for AI video generation models (Veo, Runway, Kling, Pika).

---",,,,,65.0,34
67,auto,,,,,,"When to use it

- A competitor's or creator's edit keeps stopping your scroll and you want to understand *why* and replicate the technique
- You have raw footage (a talking-head clip, a demo) and a reference edit whose style you want to match
- You're briefing an editor or a template and need the edit decisions written down, not vibes

Don't use it to copy someone's actual creative — this extracts the *editing grammar* (structure, rhythm, caption treatment), not the script, footage, or brand. Same rule as mining organic content for vocabulary in the hook system: take the technique, never the creative.",,,,,85.0,35
68,auto,,,,,,"Instructions
Run this prompt:

```
You are my social copywriter. Write the post copy for this reel.

Reel: [what it's about]   Platform: [Reels/TikTok/Shorts]   Niche: [niche]
Goal: [saves / follows / comments / DMs]

Give me:
1. CAPTION — a strong first line (it's the only line shown before ""more""), then 2-4 short lines of value, then one clear CTA. No hashtag soup in the caption.
2. HASHTAGS — 12-15, tiered: a few broad (1M+), several mid (100k-1M), several niche (<100k). Put them in the first comment, not the caption.
3. FIRST COMMENT — the hashtags + a question that sparks replies (comments boost reach).
4. ALT TEXT — one accessible description of the video.

Match the niche's language. No emojis-as-bullets unless on-brand.
```

**Obsidian memory tip:** With your vault connected (Filesystem MCP), ask Claude to ""reuse the hashtag sets and CTA style from my best-saved posts."" Your proven tags beat a generic list.

**Tip:** The first line of the caption is a second hook. Make it earn the ""…more"" tap.

---

Built by **[Ootto](https://www.ootto.ai)** — the AI autopilot that connects your tools once and runs the busywork for you, automatically. [Book a demo →](https://www.ootto.ai)",,,,,90.0,119
69,auto,,,,,,"Instructions
Collect the inputs, then run this prompt:

```
You are my short-form video scriptwriter. Write a [30/45]-second [Reels/TikTok/Shorts] script.

Idea / hook: [idea or hook]
Audience: [who it's for]
Goal: [follows / saves / DMs / clicks]
Voice: [your tone — e.g. punchy, warm, expert-next-door]

Structure:
1. HOOK (0-3s) — stop the scroll, restate the promise.
2. CONTEXT (3-8s) — name the problem or stakes.
3. VALUE (8-30s) — 3 fast, concrete beats. Show, don't lecture.
4. PAYOFF + CTA (last 5s) — the takeaway + one specific action.

Output a two-column script: [SPOKEN line] | [ON-SCREEN text]. Keep spoken lines to ~140 words total. Add a 1-line B-roll/visual suggestion per beat. End with 2 alternate CTAs.
```

**Obsidian memory tip:** With your vault connected (Filesystem MCP), ask Claude to ""match the pacing and structure of my best-performing reels in my vault."" It scripts in your proven format, not a generic one.

**Tip:** Read it out loud and cut 20%. Short-form rewards tight.

---

Built by **[Ootto](https://www.ootto.ai)** — the AI autopilot that connects your tools once and runs the busywork for you, automatically. [Book a demo →](https://www.ootto.ai)",,,,,90.0,120
70,auto,,,,,,"Category 07 — Story & Narrative

**Why it works:** Mid-story openings hijack the brain's narrative-completion drive. The viewer needs the resolution.

| ID | Formula | Example | Platform |
|----|---------|---------|----------|
| 061 | ""Last week, [unexpected thing] happened"" | ""Last week, a stranger sent me $10,000"" | All |
| 062 | ""3 years ago I was [low point]. Today [high point]"" | ""3 years ago I was sleeping in my car. Today I just bought my parents a house"" | All |
| 063 | ""I almost made the worst mistake of my [career/life]"" | ""I almost made the worst hiring mistake of my career"" | LinkedIn |
| 064 | ""Yesterday a stranger said something that…"" | ""Yesterday a stranger said something that changed how I see freelancing"" | All |
| 065 | ""I just got [shocking message/email]"" | ""I just got an email that made me question everything"" | All |
| 066 | ""The day I realized [insight]…"" | ""The day I realized I was the bottleneck in my own business"" | LinkedIn |
| 067 | ""I never thought I'd say this, but…"" | ""I never thought I'd say this, but I'm leaving Twitter"" | All |
| 068 | ""POV: you're [scenario]"" | ""POV: you're a 32yo woman trying to lose 5 pounds"" | TikTok / IG |
| 069 | ""When [character] said [quote], I knew…"" | ""When my mentor said 'you're avoiding the work,' I knew he was right"" | LinkedIn / X |
| 070 | ""Here's a story that will change how you see [topic]"" | ""Here's a story that will change how you see customer service"" | All |

---",,,,,70.0,72
71,auto,,,,,,"How to use

In any Claude Code session, say things like:

- *""Write 3 hooks for this Reel about morning routines""*
- *""I have a script about cold emails. Give me hook options""*
- *""Hooks for a confession-style post about quitting agency life""*

Claude will read [`hooks-database.md`](hooks-database.md), pick 3 fitting formulas, fill the brackets, and tag each with platform + reason.",,,,,90.0,70
72,auto,,,,,,"What you actually get

Most ""TikTok tips"" lists show you *what* worked. Each breakdown here shows you *why* and *how to copy it*:

- **The exact 3-second opener** — quoted line-by-line, with the hook pattern named
- **The retention move at second 7 / 14 / 21** — what kept the scroll from continuing
- **A 2-sentence script template** — your topic plugged into a proven structure
- **A visual map of the whole script** — Mermaid mind map, renders natively on GitHub
- **First 60% of the transcript** — read fast, then dive into the [full version](https://toktranscript.com/) if you want it

Want to tear down your own viral candidate? [Paste a TikTok URL into TokTranscript](https://toktranscript.com/?utm_source=github&utm_medium=readme&utm_campaign=hero_cta) and get this same teardown in 30 seconds — free.",,,,,90.0,122
73,auto,,,,,,"License & contributing

Content under [CC BY-NC-SA 4.0](LICENSE), code under MIT. See [CONTRIBUTING.md](CONTRIBUTING.md) for how to submit a breakdown manually.

---

⭐ **Star this repo to follow the daily updates.**",,,,,70.0,122
74,auto,,,,,,"Hook Pattern: Authority Statement

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [How to Control Your Mood and Stop Reacting to Others](../../breakdowns/en/2026-05/tiktok-transcript-selfworth-peace-relationships-mood-86ca.md) — 22.6M views · `other` · 2026-05-31",,,,,90.0,137
75,auto,,,,,,"Hook Pattern: Challenge question

> 2 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [How to Fix Car Hard Start, Power Loss, High Fuel Consumption](../../breakdowns/en/2026-06/tiktok-transcript-the-car-is-difficult-to-start-the-power-decreases-and-the-fu-6292.md) — 734.4K views · `tech` · 2026-06-20

- [College: Is It Entirely Useless for Growth?](../../breakdowns/en/2026-06/tiktok-transcript-tiktok-video-7594956396702092557-7611.md) — 733.7K views · `other` · 2026-06-17",,,,,90.0,155
76,auto,,,,,,"Hook Pattern: confusing escalation

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [Typical Game of Fool](../../breakdowns/en/2026-07/tiktok-transcript-pov-story-62d9.md) — 4.2M views · `other` · 2026-07-15",,,,,90.0,173
77,auto,,,,,,"Hook Pattern: Contrast / Before-After

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [How I Built a Successful Life From Nothing](../../breakdowns/en/2026-08/tiktok-transcript-how-to-build-the-life-you-want-30e2.md) — 3.0M views · `entertainment` · 2026-08-17",,,,,90.0,187
78,auto,,,,,,"Hook Pattern: Curiosity gap + social proof

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [20 Inch Hair Install Tutorial & Review](../../breakdowns/en/2026-07/tiktok-transcript-20-inches-install-video-tutorial-youtube-simone-nicole-unice-4b19.md) — 3.8M views · `beauty` · 2026-07-30",,,,,90.0,225
79,auto,,,,,,"Hook Pattern: Direct promise of a desirable outcome

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [How to Read Palm Lines That Indicate Marrying a Billionaire](../../breakdowns/en/2026-07/tiktok-transcript-astrology-palmistry-palmreading-handreading-facereading-fort-4602.md) — 620.3K views · `entertainment` · 2026-07-10",,,,,90.0,275
80,auto,,,,,,"Hook Pattern: Direct Promise

> 2 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [How to Achieve Financial Freedom Through House Hacking](../../breakdowns/en/2026-06/tiktok-transcript-earn-financial-freedom-by-house-hacking-realestate-wealth-hu-e7bf.md) — 1.7M views · `finance` · 2026-06-09

- [Create an Alter Ego to Reach Your Craziest Dreams](../../breakdowns/en/2026-07/tiktok-transcript-crie-um-alter-ego-se-voc-quer-aprender-a-fazer-dinheiro-no-d-eac1.md) — 223.1K views · `entertainment` · 2026-07-29",,,,,90.0,276
81,auto,,,,,,"Hook Pattern: Direct question hook

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [Lightsunzayn’s Advice on Moving On After a Breakup](../../breakdowns/en/2026-07/tiktok-transcript-lightsunzayn-s-advice-on-how-to-move-on-properly-lights-7a98.md) — 3.5M views · `entertainment` · 2026-07-08",,,,,90.0,277
82,auto,,,,,,"Hook Pattern: Direct question + invitation

> 1 viral TikTok videos that use this hook pattern.

[← Back to README](../../README.md)


- [How to Use a Multimeter: Check Continuity and Measure DC...](../../breakdowns/en/2026-08/tiktok-transcript-how-to-use-a-multimeter-tik-knowledge-science-multimeter-aab0.md) — 1.2M views · `tech` · 2026-08-07",,,,,90.0,278
83,auto,,,,,,"The POV: the most-distrusted format, so honesty is the edge
A before/after is one of the most powerful formats there is — visual, built-in proof, inherently satisfying. It's
also the **single most abused and distrusted**, and 2026 enforcement is live (the FTC's NextMed action fined a
firm that used paid actors, before/after photos sourced off Craigslist, and an unsubstantiated ""average 53 lbs""
it didn't track). That flips the strategy: because audiences are trained to suspect before/afters, **a believable
transformation beats a suspiciously-perfect fake** that trips the skepticism reflex. Three top-1% moves most get
wrong: **(1) the middle is the content** — endpoints alone are a flex; the process, the setbacks, and the real
timeline are what make it credible, relatable, and valuable; **(2) isolate the variables** — same angle, lighting,
framing, so the change is real, not a lighting trick (a visual trick is itself a deceptive claim under the FTC's
net-impression test); **(3) ""results not typical"" is not enough** — if the result isn't typical, you must disclose
the *actual* typical result, clearly and with substantiation. Never stage a worse before, cherry-pick, or hide the
timeline/edits/aids.",,,,,85.0,74
84,auto,,,,,,"Distinct from its siblings (route correctly)
**before-after-and-transformation (this)** = the before/after *format* execution · **social-proof-and-
testimonials** = the customer-proof strategy + FTC substantiation (read first; shared spine) · **short-form-video-
script / reels-script** = the video script (this feeds them) · **infographic-and-data-viz** = the data viz for a
results transformation (pairs; honest scales) · **storytelling-and-narrative** = the narrative arc (this
specializes it) · **educational-content-and-how-to** = teaches a process (pairs for a case-study teach).",,,,,85.0,74
85,auto,,,,,,"Step 1 — Lock the concept, goal, and length tier

- **One idea** — a Reel does one thing.
- **Goal** — reach, sends, saves, follows, or comments (shapes the close/CTA).
- **Length tier** — ~15–35s is the reach sweet spot; up to ~90s for tutorials/storytelling that
  earns it; up to ~3 min stays recommendation-eligible. Let the idea pick the length; never pad.
  See `references/reels-mechanics.md`.",,,,,85.0,86
86,auto,,,,,,"The POV: the script's only job is to be un-skippable
In short-form the metric that decides everything is **watch-through, not likes** — so a script isn't ""words to
say,"" it's a retention machine. Two truths most scripts ignore. First, **~80% watch on mute** — so write the
*silent* version first; if the on-screen text doesn't carry the story, the script fails before the audio matters.
Second, **the loop matters as much as the hook** — a seamless ending that flows back to frame 1 manufactures the
re-watches the algorithm reads as a hit. And the honesty edge that doubles as a growth tactic: an over-promising
hook with an under-delivering payoff creates a mid-video **retention cliff the algorithm punishes** — so a *true
promise, kept* is the cleanest path to reach. Cut every second that isn't earning the next.",,,,,85.0,93
87,auto,,,,,,"The POV: the best content is the content you don't write — if it's real and specific
Peers out-trust brands by a wide margin (per Nielsen, ~92% trust peer recommendations over advertising), so a
real customer's words persuade where your copy can't. But most proof content fails two ways: it's **generic**
(""great service!"" convinces no one — specifics do), or it's **manufactured**. As of the **FTC's 2024 fake-review
rule**, fabricated, AI-generated, undisclosed-insider, or sentiment-incentivized testimonials are enforcement
bait (penalties over $50k/violation) — and a flawless 5.0 wall reads as fake anyway. The counter-intuition that
separates top-1% work: **honest negatives raise credibility**, and the believable testimonial **names the
objection and the specific result.** The skill is sourcing real proof, matching it to the doubt, and making it
specific — never inventing it.",,,,,85.0,99
88,auto,,,,,,"Step 1 — Lock the concept, goal, and format

- **One idea** — a TikTok does one thing.
- **Goal** — reach, saves, follows, or comments (shapes the close/CTA).
- **Format** — talking head, storytime, POV, tutorial, listicle, green-screen, Stitch/Duet, or
  faceless voiceover. Match it to the message *and* who's making it. See `references/formats-and-sound.md`.",,,,,85.0,105
89,auto,,,,,,"Distinct from its siblings (route correctly)
- **social-proof-and-testimonials** = the customer-proof strategy + FTC substantiation; **this** executes the
  before/after *format* (they share the spine — read it first for consent + typical-results rules).
- **short-form-video-script / reels-script** = the video script (a video before/after feeds into them).
- **infographic-and-data-viz** = the data viz for a results transformation (pairs; honest scales).
- **storytelling-and-narrative** = the narrative arc; **this** specializes it to the before/after structure.
- **educational-content-and-how-to** = teaches a process; **this** = the transformation *reveal* format (they
  pair for a case-study teach).
- **quote-cards-and-text-graphics / design-and-templates** = the visual assets/system.",,,,,85.0,77
90,auto,,,,,,"Transformation types (the craft varies; the honesty doesn't)
| Type | The reveal | Highest-risk honesty issue |
|---|---|---|
| Fitness / weight / health | body/photo | FTC + YMYL: typical-results, disclose aids (GLP-1/surgery), substantiation |
| Beauty / skin / hair | photo | filters/retouching disclosure; consistent lighting; realistic timeline |
| Business / results | numbers | survivorship, real tracked numbers, ""not typical"" if outlier |
| Skill / progress | work samples | real timeline, don't hide the reps/setbacks |
| Space / design makeover | photo/video | consistent framing; disclose staging |
| Product (used vs after) | photo/demo | no misleading conditions; real usage |",,,,,85.0,79
91,auto,,,,,,"2. Contrarian / pattern interrupt
**What:** say the opposite of what the reader expects.
**Why it works:** a violated expectation demands resolution, and signals a fresh point of view
worth hearing.
**When:** the brand has a real, defensible POV (pull it from brand-profile).
**Example shape:** ""Posting every day is hurting your account.""
**Failure mode:** contrarian for its own sake, or manufactured outrage. The take has to be true
and defensible, not edgy theater.",,,,,85.0,84
92,auto,,,,,,"Reels formats

- **Talking head** — a person to camera, with energy. Best for opinions, tips, story, hot takes;
  builds the face-recognition that converts profile visits to follows. Delivery craft →
  `talking-head-and-piece-to-camera`.
- **Tutorial / how-to** — screen-record or demo, numbered steps. The save-and-send workhorse; strong
  for Instagram search.
- **Transformation / before-after** — show the after in the first frame, then earn it. High
  watch-through when the arc is real (no fabricated results).
- **Listicle** — ""3 tools that…"". Fast, dense, rewatchable; loop fuel.
- **POV / relatable skit** — the shared-experience clip people DM to a specific friend; the purest
  sends format.
- **B-roll + text overlay** — aesthetic footage carrying an on-screen-text essay; fully sound-off
  native, low production cost.
- **Faceless / voiceover** — b-roll or AI visuals + voiceover. For niches, shy creators, or scaled
  output (where the Veo pack earns its place — see `veo-prompt-pack.md`).

Match format to the message *and* to who's making it: don't script a to-camera confession for
someone who won't deliver it, or a faceless overlay when a founder's face would build more trust.",,,,,85.0,89
93,auto,,,,,,"Audio strategy

Three choices — and one rule that overrides all of them: **the Reel must work on mute** (most
viewers never unmute; see `reels-mechanics.md`).

1. **Original audio** — your own talking/voiceover. The default for founder/brand content,
   tutorials, and opinions; it's also what Instagram search transcribes (put the keyword in the
   first spoken seconds — `instagram-seo`).
2. **Trending audio** — a rising track can lend a lift and signals ""native,"" when it genuinely fits
   the mood or format. Business/creator accounts face a **smaller commercial-safe library** than
   personal accounts — check what the account can actually use.
3. **Music bed** — a licensed/commercial-safe track for vibe under a voiceover.",,,,,85.0,89
94,auto,,,,,,"Hook angles that work on Reels

- **The bold claim / contrarian** — ""Your most-requested feature is the one to delete.""
- **The result / transformation** — show the after first, then earn it (""this took 14 days"").
- **The open loop** — ""I lost $40k learning this. Here's the 20-second version.""
- **The callout** — ""If you run a SaaS, stop doing this.""
- **The relatable / POV** — the shared experience your audience forwards to a friend (""send this to
  your cofounder"" energy, without saying it that lazily).
- **The save-bait tutorial** — ""the exact settings, step by step"" (saves + rewatches).

Whatever the angle, it must be **true** — an over-promising hook with an under-delivering payoff
creates a mid-video retention cliff the algorithm punishes, and it burns trust for the next Reel.",,,,,85.0,90
95,auto,,,,,,"The sends lever — script for the forward

Sends (DM shares) are the dominant discovery signal, and they can be *designed*:

- **Relatable** — ""this is so us"" content people tag a specific friend on.
- **Useful reference** — the checklist/settings/how-to someone forwards to the person who needs it.
- **Conversation-starting** — a defensible hot take people send to argue about.

The test for every script: **who sends this, to whom, and why?** If there's no concrete answer,
the idea is reach-capped no matter how good the hook is.",,,,,85.0,90
96,auto,,,,,,"Length tiers

- **~15–35s** — the reach sweet spot: easiest to hold watch-through and loop.
- **~35–90s** — earns its length for tutorials, storytelling, and transformation arcs; re-hook in
  the middle.
- **Up to ~3 min** — still eligible for non-follower recommendations (longer uploads exist via
  third-party tools but lose recommendation reach — verify current caps).
- **Let the idea pick the length.** Padding kills watch-through; dead air kills everything.",,,,,85.0,91
97,auto,,,,,,"Honest first: film faces, generate b-roll

Instagram rewards original, person-first content, and a real face converts profile visits to
follows in a way b-roll can't. So:

- **Default to filming** for talking-head, story, POV — anything with a face or a personal voice.
- **Use AI video for:** faceless niches, b-roll/cutaways, establishing shots, concepts you can't
  film (impossible scenes, product-in-context), or scaled faceless output you've validated.
- **Never generate fake people delivering testimonials** or results — a compliance line, not a
  style choice.

Reels tolerates a slightly more polished look than TikTok, but ""aesthetic"" still beats ""ad"": aim
for the look of a well-shot phone clip, not a commercial.",,,,,85.0,92
98,auto,,,,,,"Distinct from its siblings (route correctly)
- **reels-script / tiktok-script / youtube-shorts** = the platform-specific execution/publishing; **this** is the
  master craft they specialize (feeds them).
- **hook-writer** = the hook-line craft (the W component this uses/feeds).
- **talking-head-and-piece-to-camera** = on-camera delivery/performance; **this** = the script behind it (pair).
- **captions-and-clipping** = clipping existing long video into shorts (repurposing); **this** = scripting from
  scratch.
- **ai-video / veo-3 / heygen / kling** = *generate* the video; **this** writes the script for it.
- **storytelling-and-narrative / educational-content-and-how-to / etc.** = the content angle (the WHAT); **this**
  = the format execution (the HOW it's scripted).",,,,,85.0,95
