active,origin_status,origin_confidence,verified_fork_false,media_type,model_family,repo,url,priority,tier,repo_quality_score,source_role,specialization,use_case,verification_note,notes,source_kind,license_spdx,license_verified,verified_at,prompt_count_claimed,prompt_count_verified,content_structure_verified,evidence_url
True,probable_original,0.8,False,video,multi_video,YuuZhen/cinematic-storyboard-director,https://github.com/YuuZhen/cinematic-storyboard-director.git,2,B,80,tooling,cinematic_storyboard,storyboard|cinematic|shot_design,Cinematic storyboard director tooling; template quality to be audited post-clone.,,tooling,UNKNOWN,False,,,,,
False,duplicate_excluded,0.99,False,image,qwen_image,shauray8/awesome-qwen-image-2512,https://github.com/shauray8/awesome-qwen-image-2512.git,3,D,40,mirror,qwen_image_2512,general_image,GitHub metadata checked 2026-08-31: fork=true; parent/source chain traces to another repo. Excluded under original-only policy.,Keep only as discovery evidence; do not download by default.,watchlist,NOASSERTION,True,2026-08-31,,,False,https://api.github.com/repos/shauray8/awesome-qwen-image-2512
False,candidate,0.55,False,image,ideogram,Saganaki22/ideogram4_prompter-ComfyUI,https://github.com/Saganaki22/ideogram4_prompter-ComfyUI.git,3,C,65,supplemental,comfyui_prompt_tool,structured_prompting|ideogram,Potential prompt tooling; corpus value pending.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,False,,,,,
False,candidate,0.55,False,image,ideogram,hoin523/ideogram-4-fp8-random-prompts,https://github.com/hoin523/ideogram-4-fp8-random-prompts.git,3,C,65,supplemental,random_prompt_examples,general_image|ideogram,Prompt examples/tooling candidate; origin/content quality pending.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,False,,,,,
False,candidate,0.55,False,image,multi_image,byliutao/1Prompt1Story,https://github.com/byliutao/1Prompt1Story.git,3,C,68,supplemental,story_visual_prompts,storytelling|illustration|cinematic,Large-looking prompt/story repository; relevance to visual prompt corpus pending audit.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,False,,,,,
False,candidate,0.55,False,image,multi_image,KohakuBlueleaf/KGen,https://github.com/KohakuBlueleaf/KGen.git,3,C,72,supplemental,prompt_generation,prompt_generation|stable_diffusion|general_image,Prompt generation tool candidate; templates may enrich model-specific prompting.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,False,,,,,
False,candidate,0.55,False,video,multi_video,NickPittas/DirectorsConsole,https://github.com/NickPittas/DirectorsConsole.git,3,C,70,supplemental,cinematic_direction,cinematic|storyboard|shot_design,Director-oriented video creation repository; prompt corpus content pending audit.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,False,,,,,
False,candidate,0.55,False,video,multi_video,PUSHINGSQUARES/pushing-creation,https://github.com/PUSHINGSQUARES/pushing-creation.git,3,C,68,supplemental,creative_video_workflow,cinematic|creative_direction|storyboard,Potential original among several same-name copies; content audit required.,Research watchlist only; excluded from default download.,watchlist,UNKNOWN,False,,,,,
True,verified_original,0.97,True,image,qwen_image_3,flaqai/awesome-qwen-image-3,https://github.com/flaqai/awesome-qwen-image-3.git,1,A,88,primary,qwen_image_3|text_rendering|commercial_illustration,text_to_image|typography|consistent_series|commercial_illustration,"GitHub API verified fork=false on 2026-08-31. README verified 144 original prompt recipes across 18 categories, 16 reusable templates, and multilingual editions. GitHub repository description separately claims 2000+; use README contents as the validated corpus count.",v5 verified corpus. README contains concrete prompt library structure; description-count discrepancy retained as metadata caveat.,corpus,MIT,True,2026-08-31,144,144,True,https://github.com/flaqai/awesome-qwen-image-3/blob/main/README.md
True,verified_original,0.99,True,video,ltx_video,quanluo/ltx-video-prompts,https://github.com/quanluo/ltx-video-prompts.git,1,A,84,primary,ltx_video|reproducible_prompt_cookbook,text_to_video|cinematic|reproducibility,GitHub API verified fork=false; description says reproducible LTX video prompt cookbook with settings and provenance.,New v5 verified video corpus.,corpus,MIT,True,2026-08-31,,,True,https://api.github.com/repos/quanluo/ltx-video-prompts/contents/prompts
True,verified_original,0.99,True,video,ltx_video,ObiriecLabs/ltx-director-prompter,https://github.com/ObiriecLabs/ltx-director-prompter.git,2,B,78,tool,ltx_video|cinematography|prompt_builder,cinematic_prompting|camera_direction|ltx_video,GitHub API verified fork=false; dedicated LTX Video/ComfyUI cinematographic prompt builder.,"Tooling, not a prompt corpus by default.",tooling,UNKNOWN,False,2026-08-31,,,False,https://api.github.com/repos/ObiriecLabs/ltx-director-prompter
True,verified_original,0.99,True,video,cogvideox_hunyuan,TemporalLabsLLC-SOL/TemporalPromptEngine,https://github.com/TemporalLabsLLC-SOL/TemporalPromptEngine.git,2,B,81,tool,cogvideox|hunyuan_video|audio|temporal_prompting,video_prompt_engineering|text_to_video|audio_video,GitHub API verified fork=false; prompt-engineering toolkit using CogVideoX and related video/audio workflows.,Tooling coverage for models that lack large dedicated prompt corpora.,tooling,UNKNOWN,False,2026-08-31,,,False,https://api.github.com/repos/TemporalLabsLLC-SOL/TemporalPromptEngine
True,verified_original,0.99,True,video,higgsfield,OSideMedia/higgsfield-ai-prompt-skill,https://github.com/OSideMedia/higgsfield-ai-prompt-skill.git,1,A,89,tool,higgsfield|seedance_2_5|kling_motion_control|cinematic_prompting|character_consistency,ai_filmmaking|cinematic|motion_control|character_consistency|video_edit_extend,GitHub API verified fork=false on 2026-08-31; MIT license; repo describes 32 sub-skills and 18 templates for Higgsfield/Seedance/Kling workflows.,Verified v5 tooling; not counted as corpus by default.; Repository description states 18 templates; this is not treated as a prompt-count claim.,tooling,MIT,True,2026-08-31,,,False,https://api.github.com/repos/OSideMedia/higgsfield-ai-prompt-skill
